Index,Review,Result,Aspect,Opinion,FOOD#STYLE&OPTIONS,FOOD#QUALITY,AMBIENCE#GENERAL,RESTAURANT#GENERAL,SERVICE#GENERAL,FOOD#PRICES,RESTAURANT#PRICES,LOCATION#GENERAL,RESTAURANT#MISCELLANEOUS,DRINKS#STYLE&OPTIONS,DRINKS#PRICES,DRINKS#QUALITY
#1611,món chất_lượng đồng_tiền đợi lượt pbục vụ vẻ đợi tiếng trc trc star bực bộistar nhân_viên mì star chất sstar đi nhân_viên kêu mì tập_tính kiên_nhẫn thử đi nha quán địa_chỉ phạm_văn đồng phạm_văn đồng quán đông mấy đợi bàn thực_đơn mì cay kim chi bò giá mì cay kim chi hải_sản giá mì cay thực cẩm hải_sản giá kimbap giá takoyaky giá uống trà sữa nước_ngọt trà_chanh đồ ngon phục_vụ hạn_chế bình_thường,"[['FOOD#QUALITY', 'positive'], ['FOOD#PRICES', 'positive'], ['SERVICE#GENERAL', 'negative'], ['LOCATION#GENERAL', 'neutral'], ['DRINKS#STYLE&OPTIONS', 'positive'], ['RESTAURANT#GENERAL', 'neutral']]","['FOOD#QUALITY', 'FOOD#PRICES', 'SERVICE#GENERAL', 'LOCATION#GENERAL', 'DRINKS#STYLE&OPTIONS', 'RESTAURANT#GENERAL']","['positive', 'positive', 'negative', 'neutral', 'positive', 'neutral']",-0.5,1.0,-0.5,0.5,-1.0,1.0,-0.5,0.5,-0.5,1.0,-0.5,-0.5
#1612,món đặc_trưng quảng_ngãi bánh_bèo don ram bắp_thịt heo xào nghệ thức_ăn ngon quán sạch_sẽ điệu nhân_viên nhiệt_tình vui_vẻ,"[['FOOD#QUALITY', 'positive'], ['AMBIENCE#GENERAL', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['SERVICE#GENERAL', 'positive']]","['FOOD#QUALITY', 'AMBIENCE#GENERAL', 'FOOD#STYLE&OPTIONS', 'SERVICE#GENERAL']","['positive', 'positive', 'positive', 'positive']",1.0,1.0,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1613,món hot mùa nắng_nóng đi trung_tâm thành_phố quán review chất_lượng món sữa_chua dẻo cực_kì dẻo thơm thơm chua chua kết_hợp syrup tuyệt nữ da món đẹp da không_gian rộng_rãi tuần tầm h dường_như_không chỗ mua vềchất phục_vụ ok chủ giọng bắc dễ_thương cực đồ vặt đa_dạng phong_phú tuần bạn_bè tụ_tập bằngmức giá trung_bình,"[['LOCATION#GENERAL', 'positive'], ['FOOD#QUALITY', 'positive'], ['AMBIENCE#GENERAL', 'positive'], ['SERVICE#GENERAL', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['DRINKS#STYLE&OPTIONS', 'positive'], ['RESTAURANT#GENERAL', 'positive'], ['RESTAURANT#PRICES', 'neutral']]","['LOCATION#GENERAL', 'FOOD#QUALITY', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL', 'FOOD#STYLE&OPTIONS', 'DRINKS#STYLE&OPTIONS', 'RESTAURANT#GENERAL', 'RESTAURANT#PRICES']","['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'neutral']",1.0,1.0,1.0,1.0,1.0,-0.5,0.5,1.0,-0.5,1.0,-0.5,-0.5
#1614,món chế_biến gọi nóng sốtnướng chấm độc_đáo hơi lạ,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1615,món đem đẹp cá uốn_éo k cá cá lắm siêu ngon cá tươi thịt hơi dai tí cá lạ hơi hiếm giá hết_hồn toàn tr kg nhà_hàng đồ ngon pv ok nha tầm giá đi chia hơi mắc,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive'], ['SERVICE#GENERAL', 'positive'], ['FOOD#PRICES', 'negative']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'SERVICE#GENERAL', 'FOOD#PRICES']","['positive', 'positive', 'positive', 'negative']",1.0,1.0,-0.5,-0.5,1.0,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1616,món đem lộn_xộn thẩm_mỹ siêu ngon miến xào ngon vừa_miệng vón cục thịt cua bao_la tươi lắm quán nổi_tiếng mà_k quán lận chả menu mấy món nem cua_bể siêu ngon lun nha giá mắc giá no,"[['FOOD#STYLE&OPTIONS', 'neutral'], ['FOOD#QUALITY', 'positive'], ['FOOD#PRICES', 'negative']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'FOOD#PRICES']","['neutral', 'positive', 'negative']",0.5,1.0,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1617,món đẹp_mắt ngon ngon mong_đợi há cảo cứng vỏ lẫn nhân nhạt xuất_sắc matcha ice blended ok trà sữa ngon,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'neutral'], ['DRINKS#QUALITY', 'positive']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'DRINKS#QUALITY']","['positive', 'neutral', 'positive']",1.0,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0
#1618,món đơn_giản thanh_đạm ngon gọi tô bún sứa chả sứa ngược_lại hấp_dẫn sực sực chả cá ok nhg hơi tí salad ấn_tượng bắp_cải bào k tầm giá ok nha thuý_trinh,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'neutral'], ['FOOD#PRICES', 'neutral']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES']","['positive', 'neutral', 'neutral']",0.5,1.0,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1619,món decor lạ hấp_dẫn đẹp_mắt trải nghiệm thử xèo xèo chảo_gang nóng vui_tai bò úc giá miếng bò bự lát bò hơi mỏng bò mềm ngon rau củ luôc kèm lắm không_gian quán hơi phục_vụ dể thương,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive'], ['AMBIENCE#GENERAL', 'negative'], ['SERVICE#GENERAL', 'positive']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL']","['positive', 'positive', 'negative', 'positive']",1.0,1.0,-1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1620,món hương_vị pháp ngon giá_cả rẻ quán sang_trọng nhân_viên phục_vụ đẹp_trai,"[['FOOD#QUALITY', 'positive'], ['FOOD#PRICES', 'positive'], ['AMBIENCE#GENERAL', 'positive'], ['SERVICE#GENERAL', 'positive']]","['FOOD#QUALITY', 'FOOD#PRICES', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL']","['positive', 'positive', 'positive', 'positive']",-0.5,1.0,1.0,-0.5,1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1621,món đa_dạng phong_phú ốc ốc_hương ốc gạo ốc mỡ đồ nướng xiên que vị ổn nêm nếm vừa_miệng hài_lòng giá_cả dao_động giá giá sinh_viên tui tập_họp_mặt tuần,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive'], ['FOOD#PRICES', 'neutral'], ['RESTAURANT#GENERAL', 'positive']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'FOOD#PRICES', 'RESTAURANT#GENERAL']","['positive', 'positive', 'neutral', 'positive']",1.0,1.0,-0.5,1.0,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1622,món lạ_miệng trứng cút beo_béo sò điệp dai dai nước_mắm chua_ngọt,"[['FOOD#QUALITY', 'positive']]",['FOOD#QUALITY'],['positive'],-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1623,món ngon thịt nướng ướp vừa_miệng hơi khô xíu chả_giò ok quán rộng đông máy_lạnh phục_vụ chu_đáo nhân_viên xe nhiệt_tình lắm giá hơi xíu tầm_giágiá,"[['FOOD#QUALITY', 'positive'], ['AMBIENCE#GENERAL', 'neutral'], ['SERVICE#GENERAL', 'positive'], ['FOOD#PRICES', 'negative']]","['FOOD#QUALITY', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL', 'FOOD#PRICES']","['positive', 'neutral', 'positive', 'negative']",-0.5,1.0,0.5,-0.5,1.0,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1624,món đậm phong_cách hàn_quốc ngon giá_cả hợp_lý,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive'], ['FOOD#PRICES', 'positive']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'FOOD#PRICES']","['positive', 'positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1625,món xèo xèo mát tai sợ món cộng nóng trừ ám mùi nha bò ngon gà ngon cơm hơi tí ok nha tầm giá thanh_huyền,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive'], ['FOOD#PRICES', 'neutral']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'FOOD#PRICES']","['positive', 'positive', 'neutral']",1.0,1.0,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1626,món đắt,"[['FOOD#QUALITY', 'neutral'], ['FOOD#PRICES', 'negative']]","['FOOD#QUALITY', 'FOOD#PRICES']","['neutral', 'negative']",-0.5,0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1627,món ngon rẻ chả lụi nướng lagi c a giò bắp nem nướnh gỏi tuyệt giá giải_quyết tạm ổn bao_tử thưởng_thức tỉ muội a phạm_thế hiển pq thử like giúp quán,"[['FOOD#QUALITY', 'positive'], ['FOOD#PRICES', 'positive'], ['LOCATION#GENERAL', 'neutral'], ['RESTAURANT#GENERAL', 'positive']]","['FOOD#QUALITY', 'FOOD#PRICES', 'LOCATION#GENERAL', 'RESTAURANT#GENERAL']","['positive', 'positive', 'neutral', 'positive']",-0.5,1.0,-0.5,1.0,-0.5,1.0,-0.5,0.5,-0.5,-0.5,-0.5,-0.5
#1628,món ngon giá rẻ tầm giá bánh_c trả_lời e trà đào cozy k piza tầm giá phục_vụ dễ_thương thân_thiện món piza mùi_vị ngon cực no ngất_ngư trà đào thạch phô_mai ổn chủ_yếu món vặt nhược_điểm quán vỉa_hè tối hơi bánh đợi bàn khu_vực,"[['FOOD#QUALITY', 'positive'], ['FOOD#PRICES', 'positive'], ['DRINKS#PRICES', 'neutral'], ['SERVICE#GENERAL', 'positive'], ['AMBIENCE#GENERAL', 'negative'], ['LOCATION#GENERAL', 'negative']]","['FOOD#QUALITY', 'FOOD#PRICES', 'DRINKS#PRICES', 'SERVICE#GENERAL', 'AMBIENCE#GENERAL', 'LOCATION#GENERAL']","['positive', 'positive', 'neutral', 'positive', 'negative', 'negative']",-0.5,1.0,-1.0,-0.5,1.0,1.0,-0.5,-1.0,-0.5,-0.5,0.5,-0.5
#1629,món ngon sạch_sẽ không_gian đẹp,"[['FOOD#QUALITY', 'positive'], ['AMBIENCE#GENERAL', 'positive']]","['FOOD#QUALITY', 'AMBIENCE#GENERAL']","['positive', 'positive']",-0.5,1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1630,món nước_ngoài việt_nam,"[['FOOD#QUALITY', 'positive']]",['FOOD#QUALITY'],['positive'],-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1631,món ăn_ở ngon món giá giá bánh_bèo kiểu bánh_bèo chén hao bao bánh_bèo miền nam tôm cháy siêu ngon tôm tươi tôm màu đỏ nước_mắm pha vừa_miệng lắm ớt cay cay siêu ngon nem nướng mắc giá nhiêu kèm rau_sống no chả giá siêu ngon quán quán bình_dân lắm nhà_vậy,"[['FOOD#QUALITY', 'positive'], ['FOOD#PRICES', 'negative'], ['FOOD#STYLE&OPTIONS', 'positive'], ['AMBIENCE#GENERAL', 'neutral']]","['FOOD#QUALITY', 'FOOD#PRICES', 'FOOD#STYLE&OPTIONS', 'AMBIENCE#GENERAL']","['positive', 'negative', 'positive', 'neutral']",1.0,1.0,0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1632,món đôi yêu,"[['FOOD#QUALITY', 'positive']]",['FOOD#QUALITY'],['positive'],-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1633,món ngon chất_lượng ướp thấm gia_vị giá_cả hợp_lý dzú giá g bạch tuột giá g mề_gà giá g ba_rọi giá g đồ ngon nhược_điểm khu_vực ẩm_ướt góc chợ phục_vụ chậm đi ng giá tương_đương món gr_trừ mề_gà dĩa đậu_bắp ca trà đá no căng,"[['FOOD#QUALITY', 'positive'], ['FOOD#PRICES', 'positive'], ['LOCATION#GENERAL', 'negative'], ['SERVICE#GENERAL', 'negative']]","['FOOD#QUALITY', 'FOOD#PRICES', 'LOCATION#GENERAL', 'SERVICE#GENERAL']","['positive', 'positive', 'negative', 'negative']",-0.5,1.0,-0.5,-0.5,-1.0,1.0,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5
#1634,món ngon không_gian thoáng mát biệt tặng thịt nướng bia khai_trương,"[['FOOD#QUALITY', 'positive'], ['AMBIENCE#GENERAL', 'positive'], ['RESTAURANT#PRICES', 'positive']]","['FOOD#QUALITY', 'AMBIENCE#GENERAL', 'RESTAURANT#PRICES']","['positive', 'positive', 'positive']",-0.5,1.0,1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5
#1635,món tàm_tạm dỡ trang_trí cực đẹp check in,"[['FOOD#QUALITY', 'neutral'], ['AMBIENCE#GENERAL', 'positive']]","['FOOD#QUALITY', 'AMBIENCE#GENERAL']","['neutral', 'positive']",-0.5,0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1636,món tuyệt_vời biệt món gà né phô_mai thơm ngon miếng gà món bắp xào phô_mai ấn_tượng phục_vụ vui_vẻ nhiệt_tình,"[['FOOD#QUALITY', 'positive'], ['SERVICE#GENERAL', 'positive']]","['FOOD#QUALITY', 'SERVICE#GENERAL']","['positive', 'positive']",-0.5,1.0,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1637,món tuyệt_vời lý_tưởng đi bạn_bè,"[['FOOD#QUALITY', 'positive'], ['RESTAURANT#GENERAL', 'positive']]","['FOOD#QUALITY', 'RESTAURANT#GENERAL']","['positive', 'positive']",-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1638,món vặt yêu mìnhquán loai bánh_tráng nướng lắm vĩa hè rộng thoáng mát bánh_tráng giòn giòn beo_béo phô_mai trứng chuẩn,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['AMBIENCE#GENERAL', 'positive']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'AMBIENCE#GENERAL']","['positive', 'positive', 'positive']",1.0,1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1639,món bánh mỳ hấp lạ đặc_sắc bánh mỳ miếng mềm thịt bò bình_thường bún thập_cẩm ngon nem thịt nướng chả dĩa rau_sống to bự ăn_không giá_cả chát í chỗ ko thích_lắmgiá giá trung_bình_giá ng,"[['FOOD#STYLE&OPTIONS', 'neutral'], ['FOOD#QUALITY', 'neutral'], ['FOOD#PRICES', 'negative'], ['AMBIENCE#GENERAL', 'negative'], ['RESTAURANT#GENERAL', 'negative']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'FOOD#PRICES', 'AMBIENCE#GENERAL', 'RESTAURANT#GENERAL']","['neutral', 'neutral', 'negative', 'negative', 'negative']",0.5,0.5,-1.0,-1.0,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1640,món bánh thập_cẩm bánh_bèo bánh_nậm bánh_ít trần bánh bột lọc ngon thập_cẩm đỡ ngán phụ vụ chu_đáo ân_cần không_gian thoáng thoải_mái tông màu bài_trí hợp nhãn keke hơi_hướng đồng_quê,"[['FOOD#QUALITY', 'neutral'], ['SERVICE#GENERAL', 'positive'], ['AMBIENCE#GENERAL', 'positive']]","['FOOD#QUALITY', 'SERVICE#GENERAL', 'AMBIENCE#GENERAL']","['neutral', 'positive', 'positive']",-0.5,0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1641,món bắp bò giòn mềm thơm_lức dầy nướng tiêu giòn sần sậtđồ nướng thơm gia_vị đặc_trưng nhà_hàng,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1642,món bình_thường ăn_không đặc_sắc,"[['FOOD#QUALITY', 'neutral']]",['FOOD#QUALITY'],['neutral'],-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1643,món bưng xì_xèo bốc khói xong vị đọng đậm_đà xong no ná thở giá ổn mặt_bằng kiểu nấu chảo nóng bao,"[['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#QUALITY', 'positive'], ['FOOD#PRICES', 'positive'], ['RESTAURANT#GENERAL', 'positive']]","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'FOOD#PRICES', 'RESTAURANT#GENERAL']","['positive', 'positive', 'positive', 'positive']",1.0,1.0,-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1644,món chân gà sả ớt hơi cay hít_hà ghiền chân gà chặt thành miếng sẵn vị nồng cay sả ớt thấm chân gà chân gà giòn sực sực chấm muối_tiêu_chanh món bỏ_qua quán decor bình_dân bàn ghế món dân_dã tường vẽ hình vui vui nhân_viên pv ổn,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['AMBIENCE#GENERAL', 'positive'], ['SERVICE#GENERAL', 'positive']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL']","['positive', 'positive', 'positive', 'positive']",1.0,1.0,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1645,món quán lạ chất_lượng thịt bò mềm sốt đậm_đà suất đầy_đủ bữa trưa ngon_miệng tag,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1646,món cơm heo ngon cơm trộn hợp người_ta trứng lòng_đào vô trộn ngon thịt heo mềm mịng ngấm nước_xốt thơm béo ngậy chỗ thực_đơn phong_phú nha món lắm cari ramen sushi chỗ chia món cơm gà xốt teriyaki món ngon ngon,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['RESTAURANT#GENERAL', 'positive']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'RESTAURANT#GENERAL']","['positive', 'positive', 'positive']",1.0,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1647,món hiếm mấy chỗ patê chiên áh_pa tê pa tê thịt heo đóng_hộp cắt miếng đem chiên áh cơm ngon sảy,"[['FOOD#QUALITY', 'positive']]",['FOOD#QUALITY'],['positive'],-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1648,món bít tết hào sữa gọi hào né bò né quán ốc món hào món hào né chỗ cháo hào hào nướng phô_mai món ốc mực ok giá món,"[['FOOD#QUALITY', 'positive'], ['FOOD#PRICES', 'neutral']]","['FOOD#QUALITY', 'FOOD#PRICES']","['positive', 'neutral']",-0.5,1.0,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1649,món đặc_trưng gà gà_gà gà lẩu lẩu gà tiềm ớt_hiểm cay lắm nha_trừ trúng ớt d gà mấy món gà nướng hấp_dẫn lắm hôm đi đứa lẩu lê_lết mà_ta ngon thiếu_điều mún húp hết_nước gà nửa nha,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1650,món gà mâm ngon dầu_mỡ kêu gà luộc gà thơm thịt_ngọt xào nghệ ngon gỏi ngon mà_xôi mềm_dẻo thơm kết món món dám bình_luận sở_thích khẩu_vị món đặc_trưng miền hơi một_chút,"[['FOOD#QUALITY', 'positive']]",['FOOD#QUALITY'],['positive'],-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1651,món hơi lạ_ăn tạm,"[['FOOD#QUALITY', 'neutral']]",['FOOD#QUALITY'],['neutral'],-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1652,món tai heo lưỡi heo lên_men chua nem nhậu xẩy,"[['FOOD#QUALITY', 'positive']]",['FOOD#QUALITY'],['positive'],-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1653,món lẩu giá rẻ bình_dân sạch_sẽ nghiện món lẩu sống sò_huyết cơm_chiên dương_châu cua rang muối ngon quán chi_nhánh địa_chỉ quán không_khí không_khí gia_đình yên_tĩnh ồn_ào náo_nhiệt giành ăn_nhậu,"[['FOOD#PRICES', 'positive'], ['FOOD#QUALITY', 'positive'], ['LOCATION#GENERAL', 'neutral'], ['AMBIENCE#GENERAL', 'positive']]","['FOOD#PRICES', 'FOOD#QUALITY', 'LOCATION#GENERAL', 'AMBIENCE#GENERAL']","['positive', 'positive', 'neutral', 'positive']",-0.5,1.0,1.0,-0.5,-0.5,1.0,-0.5,0.5,-0.5,-0.5,-0.5,-0.5
#1654,món lẩu món quán ngon cực toping đỡ ngán,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1655,món lẩu ngon đậm_đà cực chất giá nồi cực hợp_lý món salad dê giá ngon hôm tiếp,"[['FOOD#QUALITY', 'positive'], ['FOOD#PRICES', 'positive'], ['RESTAURANT#GENERAL', 'positive']]","['FOOD#QUALITY', 'FOOD#PRICES', 'RESTAURANT#GENERAL']","['positive', 'positive', 'positive']",-0.5,1.0,-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1656,món lẩu đậm_đà thanh_thoát ngấy chất béo cua vị ngon đặc_sản cua vốn nguyên_liệu đắt tiền cua cầm nắm chọn_lựa quán chủ quán ngon thịt tươi cua_gạch cứng săn kiểu gạch lỏng_lẻo sền_sệt quán tương_tự thịt bóc lẩu chua làm_ăn mãi ngán lẩu ăn_cua ký giá giá,"[['FOOD#QUALITY', 'positive'], ['FOOD#STYLE&OPTIONS', 'positive'], ['FOOD#PRICES', 'neutral']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES']","['positive', 'positive', 'neutral']",1.0,1.0,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1657,món mì bay vị ngon đậm_đà không_gian quán hơi ồn đông bù đồ_ăn tuyệt cú_mèo mì bay món quán nổi món mì cay kịp xu_hướng vặt mực sữa chiên giòn ngon chủ quán diễn_viên đạo_diễn quốc_thuận nổi tiêng quán đông nghệ_sĩ ghé gửi xe hẻm sát cạnh piza domino_k,"[['FOOD#QUALITY', 'positive'], ['AMBIENCE#GENERAL', 'neutral'], ['RESTAURANT#MISCELLANEOUS', 'positive']]","['FOOD#QUALITY', 'AMBIENCE#GENERAL', 'RESTAURANT#MISCELLANEOUS']","['positive', 'neutral', 'positive']",-0.5,1.0,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5
#1658,món mì quảng đậm_đà quê ok đĩa rau_sống tươi ngon mặc_dù hấp_dẫn quê gọi món hến xúc bánh_tráng món cảm_giác hơi nhạt vị đậm_đà ưng món bánh_bèo thôi_mộ chén tưởng dính no lắm nha phục_vụ chu_đáo giá_cả tương_đối bình_dân giá đứa,"[['FOOD#QUALITY', 'neutral'], ['SERVICE#GENERAL', 'positive'], ['FOOD#PRICES', 'positive']]","['FOOD#QUALITY', 'SERVICE#GENERAL', 'FOOD#PRICES']","['neutral', 'positive', 'positive']",-0.5,0.5,-0.5,-0.5,1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1659,món miến tôm_càng gắp tôm định lột vỏ tôm bở chết ah gắp đứt liền thịt tôm bở miến xào dính cục cứng_ngắc giá giá không_gian qán rộng_rãi hơi nóng máy_lạnh nóng toát mồ_hôi phục_vụ tệ vui_vẻ dễ_chịu cảm_giác chẳng qan tâm qán đầu_tư trag trí đồng_phục nhân_viên đậm kiểu thái,"[['FOOD#QUALITY', 'negative'], ['FOOD#STYLE&OPTIONS', 'negative'], ['FOOD#PRICES', 'neutral'], ['AMBIENCE#GENERAL', 'neutral'], ['SERVICE#GENERAL', 'negative'], ['RESTAURANT#MISCELLANEOUS', 'positive']]","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL', 'RESTAURANT#MISCELLANEOUS']","['negative', 'negative', 'neutral', 'neutral', 'negative', 'positive']",-1.0,-1.0,0.5,-0.5,-1.0,0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5
#1660,món ngon kinh_khủng bề_bề tôm tích nhìu thịt lắm mực sữa nộm rau_muống giá món tầm giá giá đi đông đỡ hao xong chặp gọi lẩu riêu cua_đồng chốt hạ_hen đi đông giá rẻ hen,"[['FOOD#QUALITY', 'positive'], ['FOOD#PRICES', 'neutral']]","['FOOD#QUALITY', 'FOOD#PRICES']","['positive', 'neutral']",-0.5,1.0,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
