Index,Review,Result,Aspect,Opinion,HOTEL#DESIGN&FEATURES,HOTEL#GENERAL,LOCATION#GENERAL,SERVICE#GENERAL,HOTEL#COMFORT,HOTEL#CLEANLINESS,FACILITIES#GENERAL,ROOMS#CLEANLINESS,ROOM_AMENITIES#COMFORT,ROOMS#COMFORT,FACILITIES#PRICES,ROOM_AMENITIES#GENERAL,DRINKS#STYLE&OPTIONS,ROOMS#PRICES,ROOMS#DESIGN&FEATURES,ROOMS#GENERAL,HOTEL#QUALITY,ROOMS#QUALITY,DRINKS#QUALITY,HOTEL#PRICES,FACILITIES#DESIGN&FEATURES,FACILITIES#QUALITY,ROOM_AMENITIES#QUALITY,ROOM_AMENITIES#CLEANLINESS,ROOM_AMENITIES#DESIGN&FEATURES,HOTEL#MISCELLANEOUS,DRINKS#PRICES,FACILITIES#COMFORT,DRINKS#MISCELLANEOUS,FACILITIES#CLEANLINESS,FACILITIES#MISCELLANEOUS,ROOMS#MISCELLANEOUS,ROOM_AMENITIES#MISCELLANEOUS
#1787,khách_sạn trung_tâm thuận_lợi di_chuyển địa_điểm khách_sạn cũ xuống_cấp,"[['LOCATION#GENERAL', 'positive'], ['HOTEL#DESIGN&FEATURES', 'negative'], ['HOTEL#QUALITY', 'negative']]","['LOCATION#GENERAL', 'HOTEL#DESIGN&FEATURES', 'HOTEL#QUALITY']","['positive', 'negative', 'negative']",-1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1788,đọc mạng phòng phòng ngoại_trừ vấn_đề_phòng_ốc phục_vụ cảnh_quan đẹp,"[['ROOMS#QUALITY', 'negative'], ['SERVICE#GENERAL', 'positive'], ['HOTEL#DESIGN&FEATURES', 'positive']]","['ROOMS#QUALITY', 'SERVICE#GENERAL', 'HOTEL#DESIGN&FEATURES']","['negative', 'positive', 'positive']",1.0,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1789,tiện_nghi khách_sạn thái_độ phục_vụ nhân_viên khách_sạn nhiệt_tình chu_đáo vệ_sinh bố_trí hợp_lý mytour giá_cả rẻ hài_lòng dịch_vụ,"[['LOCATION#GENERAL', 'positive'], ['FACILITIES#GENERAL', 'positive'], ['SERVICE#GENERAL', 'negative'], ['ROOM_AMENITIES#DESIGN&FEATURES', 'negative'], ['HOTEL#PRICES', 'positive'], ['HOTEL#COMFORT', 'positive']]","['LOCATION#GENERAL', 'FACILITIES#GENERAL', 'SERVICE#GENERAL', 'ROOM_AMENITIES#DESIGN&FEATURES', 'HOTEL#PRICES', 'HOTEL#COMFORT']","['positive', 'positive', 'negative', 'negative', 'positive', 'positive']",-0.5,-0.5,1.0,-1.0,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1790,khách_sạn phòng két sắt trà cofe giấy_ăn bất_tiện n hân_viên phục_vụ chu_đáo lắm,"[['HOTEL#QUALITY', 'negative'], ['ROOM_AMENITIES#DESIGN&FEATURES', 'negative'], ['DRINKS#STYLE&OPTIONS', 'negative'], ['ROOM_AMENITIES#COMFORT', 'negative'], ['SERVICE#GENERAL', 'negative']]","['HOTEL#QUALITY', 'ROOM_AMENITIES#DESIGN&FEATURES', 'DRINKS#STYLE&OPTIONS', 'ROOM_AMENITIES#COMFORT', 'SERVICE#GENERAL']","['negative', 'negative', 'negative', 'negative', 'negative']",-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1791,ks đẹp gia_đình đi nghỉ_dưỡng,"[['HOTEL#DESIGN&FEATURES', 'positive'], ['HOTEL#GENERAL', 'positive']]","['HOTEL#DESIGN&FEATURES', 'HOTEL#GENERAL']","['positive', 'positive']",1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1792,phòng đoàn chất_lượng tương_đối ổn giá_như,"[['ROOMS#QUALITY', 'positive'], ['HOTEL#PRICES', 'positive'], ['HOTEL#GENERAL', 'positive']]","['ROOMS#QUALITY', 'HOTEL#PRICES', 'HOTEL#GENERAL']","['positive', 'positive', 'positive']",-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1793,lễ_tân nhiệt_tình chu_đáo phòng bố_trí hợp_lý hài_hòa cảm_giác thỏa_mái thiết_bị tương_đối đầy_đủ bố_trí điều_hòa chiều tuyệt_vời nhu_cầu đi nghỉ mùa đông xuân dần khách_sạn dịch_vụ rửa xe ô_tô khuôn_viên khách_sạn thuận_lợi dịch_vụ trông ô_tô miễn_phí tuyệt_vời trở_lại cửa lò xài gòn kim_liên resort nghỉ chúc xài gòn kim_liên resort phát_triển,"[['SERVICE#GENERAL', 'positive'], ['ROOMS#DESIGN&FEATURES', 'positive'], ['ROOMS#COMFORT', 'positive'], ['ROOM_AMENITIES#DESIGN&FEATURES', 'neutral'], ['FACILITIES#DESIGN&FEATURES', 'negative'], ['HOTEL#GENERAL', 'positive']]","['SERVICE#GENERAL', 'ROOMS#DESIGN&FEATURES', 'ROOMS#COMFORT', 'ROOM_AMENITIES#DESIGN&FEATURES', 'FACILITIES#DESIGN&FEATURES', 'HOTEL#GENERAL']","['positive', 'positive', 'positive', 'neutral', 'negative', 'positive']",-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1794,khách_sạn thuận_tiện tắm biển đi_lại nhân_viên phục_vụ ổn gia_đình hài_lòng khách_sạn,"[['HOTEL#GENERAL', 'positive'], ['LOCATION#GENERAL', 'positive'], ['SERVICE#GENERAL', 'positive'], ['HOTEL#COMFORT', 'positive']]","['HOTEL#GENERAL', 'LOCATION#GENERAL', 'SERVICE#GENERAL', 'HOTEL#COMFORT']","['positive', 'positive', 'positive', 'positive']",-0.5,1.0,1.0,1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1795,khách_sạn sạch_sẽ bày_biện đẹp tiện_nghi phòng đầy_đủ sang_trọng nhân_viên nhiệt_tình thân_thiện giá đối_tượng mytour,"[['HOTEL#CLEANLINESS', 'positive'], ['HOTEL#DESIGN&FEATURES', 'positive'], ['ROOM_AMENITIES#GENERAL', 'positive'], ['ROOM_AMENITIES#QUALITY', 'positive'], ['SERVICE#GENERAL', 'positive'], ['HOTEL#PRICES', 'positive']]","['HOTEL#CLEANLINESS', 'HOTEL#DESIGN&FEATURES', 'ROOM_AMENITIES#GENERAL', 'ROOM_AMENITIES#QUALITY', 'SERVICE#GENERAL', 'HOTEL#PRICES']","['positive', 'positive', 'positive', 'positive', 'positive', 'positive']",1.0,-0.5,-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1796,phòng khu new garden hơi ọp_ẹp cửa giả phòng_ốc sạch_sẽ sáng_sủa ks ần biển tiện đi_lại mytour,"[['ROOMS#QUALITY', 'negative'], ['ROOM_AMENITIES#QUALITY', 'negative'], ['ROOMS#CLEANLINESS', 'positive'], ['ROOMS#DESIGN&FEATURES', 'positive'], ['LOCATION#GENERAL', 'positive']]","['ROOMS#QUALITY', 'ROOM_AMENITIES#QUALITY', 'ROOMS#CLEANLINESS', 'ROOMS#DESIGN&FEATURES', 'LOCATION#GENERAL']","['negative', 'negative', 'positive', 'positive', 'positive']",-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1797,giường ngủ hệ_thống nóng cần_thiết du_khách đi phượt xe_máy,"[['ROOM_AMENITIES#QUALITY', 'positive'], ['ROOM_AMENITIES#DESIGN&FEATURES', 'negative']]","['ROOM_AMENITIES#QUALITY', 'ROOM_AMENITIES#DESIGN&FEATURES']","['positive', 'negative']",-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1798,phòng_ốc khách_sạn tương_ứng giá tiền_đề khắc_phục phòng mảng tường thấm sửa_chữa vết ố phản_cảm hôm phòng đặc mùi ve_vữa khử mùi phòng giao bữa bufet ngàn tương_xứng tiền tiệc đề kéo_dài h_h h đồ bổ_sung đồ đòi_hỏi mặc_cả thương_lượng lằng_nhằng bữa bufet biền cửa lò học_tập đà_nẵng tăng_cường tuyên_truyền dân tiếp vệ_sinh thải chất phế_thải bờ biển bờ cảm_tình xe_máy lượn vè_vè sâu bãi_tắm tôn_trọng tôn_trọng,"[['ROOMS#GENERAL', 'positive'], ['ROOMS#PRICES', 'positive'], ['ROOMS#DESIGN&FEATURES', 'negative'], ['ROOMS#CLEANLINESS', 'negative'], ['DRINKS#PRICES', 'negative'], ['DRINKS#STYLE&OPTIONS', 'negative'], ['HOTEL#MISCELLANEOUS', 'negative'], ['HOTEL#COMFORT', 'negative']]","['ROOMS#GENERAL', 'ROOMS#PRICES', 'ROOMS#DESIGN&FEATURES', 'ROOMS#CLEANLINESS', 'DRINKS#PRICES', 'DRINKS#STYLE&OPTIONS', 'HOTEL#MISCELLANEOUS', 'HOTEL#COMFORT']","['positive', 'positive', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative']",-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-1.0,1.0,-1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1799,sạch chất_lượng đồ dịp nghỉ lễ lắm,"[['HOTEL#CLEANLINESS', 'positive'], ['HOTEL#QUALITY', 'positive'], ['DRINKS#STYLE&OPTIONS', 'negative']]","['HOTEL#CLEANLINESS', 'HOTEL#QUALITY', 'DRINKS#STYLE&OPTIONS']","['positive', 'positive', 'negative']",-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1800,resort đẹp khu tệ mytour đổi phòng đẹp phòng new_garden,"[['HOTEL#DESIGN&FEATURES', 'positive'], ['ROOMS#GENERAL', 'negative']]","['HOTEL#DESIGN&FEATURES', 'ROOMS#GENERAL']","['positive', 'negative']",1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1801,phòng hơi cũ trang_thiết_bị hiện_đại tiêu_chuẩn,"[['ROOMS#DESIGN&FEATURES', 'negative'], ['ROOM_AMENITIES#DESIGN&FEATURES', 'negative'], ['ROOM_AMENITIES#QUALITY', 'negative']]","['ROOMS#DESIGN&FEATURES', 'ROOM_AMENITIES#DESIGN&FEATURES', 'ROOM_AMENITIES#QUALITY']","['negative', 'negative', 'negative']",-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1802,chất_lượng tương_đối ổn giá_như,"[['HOTEL#QUALITY', 'positive'], ['HOTEL#PRICES', 'positive'], ['HOTEL#GENERAL', 'positive']]","['HOTEL#QUALITY', 'HOTEL#PRICES', 'HOTEL#GENERAL']","['positive', 'positive', 'positive']",-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1803,kỳ nghỉ tuyệt_vời khách_sạn resort sạch_sẽ đồ_dùng sang_trọng nhân_viên nhiệt_tình chu_đáo,"[['HOTEL#GENERAL', 'positive'], ['HOTEL#DESIGN&FEATURES', 'negative'], ['HOTEL#CLEANLINESS', 'positive'], ['ROOM_AMENITIES#QUALITY', 'positive'], ['SERVICE#GENERAL', 'positive']]","['HOTEL#GENERAL', 'HOTEL#DESIGN&FEATURES', 'HOTEL#CLEANLINESS', 'ROOM_AMENITIES#QUALITY', 'SERVICE#GENERAL']","['positive', 'negative', 'positive', 'positive', 'positive']",-1.0,1.0,-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1804,tương_đối hài_lòng tiện_lợi tiện_nghi biển đẹp phục_vụ chu_đáo,"[['HOTEL#COMFORT', 'positive'], ['LOCATION#GENERAL', 'positive'], ['FACILITIES#DESIGN&FEATURES', 'positive'], ['SERVICE#GENERAL', 'positive']]","['HOTEL#COMFORT', 'LOCATION#GENERAL', 'FACILITIES#DESIGN&FEATURES', 'SERVICE#GENERAL']","['positive', 'positive', 'positive', 'positive']",-0.5,-0.5,1.0,1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1805,khu resort bãi biển khách_sạn biển thất_vọng đi nghỉ_mát phòng phòng tràn_ngập mùi sơn khó_chịu đề_nghị đổi phòng phòng ẩm_thấp hài_lòng chút nhân_viên hướng_dẫn đi đón xe có_nhân_viên tỏ thái_độ lịch_sự danh_sách dịch_vụ phòng đề_nghị sửa_chữa wifi nhân_viên an_ninh báo trở_lại p chẳng hồ bơi bẩn,"[['FACILITIES#DESIGN&FEATURES', 'negative'], ['HOTEL#COMFORT', 'negative'], ['ROOMS#CLEANLINESS', 'negative'], ['ROOMS#COMFORT', 'negative'], ['SERVICE#GENERAL', 'negative'], ['FACILITIES#QUALITY', 'negative'], ['FACILITIES#CLEANLINESS', 'negative']]","['FACILITIES#DESIGN&FEATURES', 'HOTEL#COMFORT', 'ROOMS#CLEANLINESS', 'ROOMS#COMFORT', 'SERVICE#GENERAL', 'FACILITIES#QUALITY', 'FACILITIES#CLEANLINESS']","['negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative']",-0.5,-0.5,-0.5,-1.0,-1.0,-0.5,-0.5,-1.0,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5
#1806,resort cửa lò bọn trẻ nhân_viên phục_vụ nhiệt_tình,"[['HOTEL#QUALITY', 'positive'], ['HOTEL#COMFORT', 'positive'], ['SERVICE#GENERAL', 'positive']]","['HOTEL#QUALITY', 'HOTEL#COMFORT', 'SERVICE#GENERAL']","['positive', 'positive', 'positive']",-0.5,-0.5,-0.5,1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1807,bờ biển cảnh_quan đẹp phòng hình_dung,"[['LOCATION#GENERAL', 'positive'], ['HOTEL#DESIGN&FEATURES', 'positive'], ['ROOMS#GENERAL', 'negative']]","['LOCATION#GENERAL', 'HOTEL#DESIGN&FEATURES', 'ROOMS#GENERAL']","['positive', 'positive', 'negative']",1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1808,chudu xài gòn kim_liên resort cửa lò gia_đình nghỉ_ngơi thoải_mái,"[['HOTEL#COMFORT', 'positive']]",['HOTEL#COMFORT'],['positive'],-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1809,xài gòn kim_liên resort cửa lò đẹp hạ_tầng cơ_sở vật_chất thể star đội_ngũ buồng phòng vệ_sinh phòng hàng sạch bộ_phận lễ_tân chọn_lọc kỹ_năng giao_tiếp sắc_thái chuyên_nghiệp nam lễ_tân kém tạo_hình_ảnh khách_sạn,"[['LOCATION#GENERAL', 'positive'], ['FACILITIES#QUALITY', 'negative'], ['SERVICE#GENERAL', 'neutral'], ['ROOMS#CLEANLINESS', 'positive']]","['LOCATION#GENERAL', 'FACILITIES#QUALITY', 'SERVICE#GENERAL', 'ROOMS#CLEANLINESS']","['positive', 'negative', 'neutral', 'positive']",-0.5,-0.5,1.0,0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1810,đi khách_sạn resort xài gòn kim_liên resort cửa lò tiện_nghi nội_thất xây_cất toát lên_vẻ sang_trọng salon nội_thất gỗ phòng tắm bồn_tắm nằm đa_phần diện_tích op đá_hoa_cương trở_lại dịp,"[['HOTEL#COMFORT', 'positive'], ['ROOM_AMENITIES#QUALITY', 'positive'], ['ROOMS#DESIGN&FEATURES', 'positive'], ['ROOM_AMENITIES#DESIGN&FEATURES', 'positive'], ['HOTEL#GENERAL', 'positive']]","['HOTEL#COMFORT', 'ROOM_AMENITIES#QUALITY', 'ROOMS#DESIGN&FEATURES', 'ROOM_AMENITIES#DESIGN&FEATURES', 'HOTEL#GENERAL']","['positive', 'positive', 'positive', 'positive', 'positive']",-0.5,1.0,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1811,bãi_tắm đẹp trung_tâm,"[['LOCATION#GENERAL', 'positive']]",['LOCATION#GENERAL'],['positive'],-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1812,bữa sáng_giá phòng tr đêm đắt dịch_vụ khách_sạn hồ bơi phòng sạch dịch_vụ đi kèm bữa,"[['ROOMS#PRICES', 'negative'], ['FACILITIES#DESIGN&FEATURES', 'negative'], ['ROOMS#CLEANLINESS', 'negative'], ['FACILITIES#GENERAL', 'negative']]","['ROOMS#PRICES', 'FACILITIES#DESIGN&FEATURES', 'ROOMS#CLEANLINESS', 'FACILITIES#GENERAL']","['negative', 'negative', 'negative', 'negative']",-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1813,co dich vu giai_tri ve_dem hinh thuc te dung voi quang ten thai phuc vu cua nhan_vien,"[['FACILITIES#DESIGN&FEATURES', 'negative'], ['HOTEL#GENERAL', 'negative']]","['FACILITIES#DESIGN&FEATURES', 'HOTEL#GENERAL']","['negative', 'negative']",-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1814,thiết_kế kiến_trúc tuyệt đẹp phong_cảnh lãng_mạn phòng ngủ sạch_sẽ sang_trọng ấn cực ngon lựa_chọn khách_sạn ngăn_nắp chỉnh chu chứng_tỏ quản_lý chặt_chẽ nghiêm_túc khách_hàng chăm_sóc thái_độ phục nhân_viên nhã_nhặn chu đáochúng nghỉ tuyệt_vời,"[['HOTEL#DESIGN&FEATURES', 'positive'], ['ROOMS#CLEANLINESS', 'positive'], ['ROOMS#QUALITY', 'positive'], ['DRINKS#QUALITY', 'positive'], ['DRINKS#STYLE&OPTIONS', 'positive'], ['HOTEL#CLEANLINESS', 'positive'], ['SERVICE#GENERAL', 'positive'], ['HOTEL#GENERAL', 'positive']]","['HOTEL#DESIGN&FEATURES', 'ROOMS#CLEANLINESS', 'ROOMS#QUALITY', 'DRINKS#QUALITY', 'DRINKS#STYLE&OPTIONS', 'HOTEL#CLEANLINESS', 'SERVICE#GENERAL', 'HOTEL#GENERAL']","['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']",1.0,1.0,-0.5,1.0,-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,1.0,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1815,bai bien đẹp thai phuc vu tot phong đẹp yen tinh phu hop voi không_gian nghi duong bai bien đẹp phong co view đẹp nhien an it mon gia an co phuc vu xe vao thanh_pho,"[['FACILITIES#DESIGN&FEATURES', 'neutral'], ['SERVICE#GENERAL', 'positive'], ['ROOMS#DESIGN&FEATURES', 'positive'], ['ROOMS#COMFORT', 'positive'], ['DRINKS#STYLE&OPTIONS', 'negative'], ['DRINKS#PRICES', 'negative']]","['FACILITIES#DESIGN&FEATURES', 'SERVICE#GENERAL', 'ROOMS#DESIGN&FEATURES', 'ROOMS#COMFORT', 'DRINKS#STYLE&OPTIONS', 'DRINKS#PRICES']","['neutral', 'positive', 'positive', 'positive', 'negative', 'negative']",-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,-1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
#1816,địa_điểm nghỉ_dưỡng quy_nhơn phòng_ốc tạm ổn khách_sạn bờ biển sóng to tắm khách_sạn nội_thất hơi cũ sạch_sẽ nhân_viên nhiệt_tình,"[['HOTEL#GENERAL', 'positive'], ['ROOMS#GENERAL', 'neutral'], ['HOTEL#MISCELLANEOUS', 'negative'], ['ROOM_AMENITIES#DESIGN&FEATURES', 'negative'], ['HOTEL#CLEANLINESS', 'positive'], ['SERVICE#GENERAL', 'positive']]","['HOTEL#GENERAL', 'ROOMS#GENERAL', 'HOTEL#MISCELLANEOUS', 'ROOM_AMENITIES#DESIGN&FEATURES', 'HOTEL#CLEANLINESS', 'SERVICE#GENERAL']","['positive', 'neutral', 'negative', 'negative', 'positive', 'positive']",-0.5,1.0,-0.5,1.0,-0.5,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-1.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
